stop_id,stop_name,zone_id,stop_lat,stop_lon
OFSU0oz8,Rajiv Gruhakalpa Twds Patancheru,Rajivgruhakalpa Bus Stop,17.45898,78.1502
CcrDYm2r,Rajiv Gruhakalpa Twds Shankar Pally,Rajivgruhakalpa Bus Stop,17.45898,78.1502
wIiNMkpJ,Pilligundla Twd Mokkila,Pilligundla,17.42238,78.2101
FAWHxv2m,Pilligundla Twd Donthanpally,Pilligundla,17.42255,78.21018
MwR9HOcs,Hmt Colony Twd Miyapur,Mile Stone,17.516683074336285,78.3346074367552
PplePdFl,Sai Nagar Twd Bachupally,Sai Nagar,17.535643298508848,78.38731958031008
Y5JPctoZ,Milestone Twd Yellandu,Rompedu Milestone,17.646303091978,80.278123110243
YyrwyTmd,Milstone Shiva Nagar,Milstone Shiva Nagar,17.601854819540282,78.25948727243701
4RZ06iHj,Milestone Twd Bayyaram,Rompedu Milestone,17.646258234086,80.278141391817
HUGRkRhR,Hmt Colony,Hmt Colony-Miyapur,17.51706880464447,78.33962623574469
2sGAk3kV,Rajiv Gruha Kalpa Twd Pragathi Naga,Rajiv Gruha Colony,17.501057,78.394969
G2uqsAfZ,Siddhi Vinayak Nagar Twd Jntu,Siddhi Vinayak Nagar,17.45921303,78.38463351
P3481XkW,Jagdevpur Gadda Twd Bhongir Busstation,Mile Stone,17.514425580883653,78.88432905077934
OWGvTP0j,Ramjipet Twd Siddipet,Ramjipet,17.5879528056161,78.9899933338165
nCNPHjQo,Alair Twd Yadagirigutta,Old Aler,17.6427408119169,79.042405039072
VmZH5Qxe,Kolanupakka By-Pass Road Alair Twd Yadagirigutta,Mile Stone,17.6491870569313,79.0482599660754
isVlzcpu,Narayanapur Twd Bondugula,Narayanapur,17.74685666651638,79.00537846456945
owcrQWpH,Bondugula,Bondugula,17.76956,78.9665914
SBCd2plq,Reddygudem Twd Jangaon,Reddy Gudem-Aleru,17.633412,79.02736
4HxUcOrO,Bahupeta Twd Siddipet,Bahupeta,17.62366,79.016169
2KP2oFo1,Kandukur X Road Twd Yadagirigutta,Kandukuru X Road-Nlg,17.6037526669293,78.9980258792638
3RqpChdc,Ramjipet Twd Ygt,Ramjipet,17.587804509585,78.9904037117958
uHI8QodZ,Pagadipall Itwd Jbs,Pagidipally,17.493811216145,78.8359909504652
TvYbQcEG,Gudur Twd Jbs,Gudur (Bngr),17.488819543432786,78.8283768194721
42916K32,Punjagutta Twd Patancheruvu,Punjagutta,17.426322878920914,78.45262885786775
EmoTuaN8,Manthapuri,Manthapurit,17.6178475,79.05000781
1dEe5tuj,Dilawarpoor,Dilawarpur,17.59669703,79.0453005
6RLBX55V,Ikkurthi,Ikkurthi,17.599909032286085,79.06787799836778
Sx8Glyak,Matoor Village,Matoor,17.573787748366005,79.10419106344523
wFIY3CkO,Amman Bole,Amman Bole,17.57724627,79.12887889
BVYAChOQ,Golanakonda Village,Golanakonda,17.59252729,79.13665317
xRysrsec,Jeedikal Twd Mothkur,Jeedikal,17.6040687,79.16627989
OTdOIFq5,Ecil Muncipal Office Twd Tarnaka,Ecil X Road,17.47097760287693,78.56739666443383
Ae0EQtEA,Sv Nagar Twd Nagaram,Sv Nagar,17.4810929,78.5918298
ivK5J2hy,Ambedkar Nagar Twd Rtc Colony,Ambedkar Nagar-Nagaram,17.48004462178764,78.61992359161377
RpIJwiq3,Ghatkesar Twd Bogaram,Ghatkesar,17.44347735,78.67188167
01tUbAym,Ambedkar Nagar Twd Rampally X Road,Ambedkar Nagar-Nagaram,17.479845070459266,78.61997187137605
sqKHVSKU,Reddy College Twd Kachiguda,Reddy College,17.395042359533576,78.49327051456153
2sXkITgU,Reddy College Twd Barkatpura,Reddy College,17.395243148014266,78.49322814417673
XFwYvdtJ,Moulaali Kaman  Twd Tarnaka,Moulali X Roads,17.461414144247584,78.5583856701851
osahHRYF,Zts X Road Twd Moulaali Kaman,Zts,17.45588197059218,78.55551034212114
eROg1Nld,Moulaali Kaman  Twd Ecil,Moulali X Roads,17.461415044332917,78.55834678583025
OM1AQGhB,Cheeryal X Road Twd Keesara,Cheeryal X Road,17.507,78.628
seILkUNn,Kundanpally X Road Twd Keesara,Kundanpally X Roads,17.511258916335326,78.63770127296449
u8KX5asa,Km Stone Twd Ankireddypally,Km Stone Twd Ankireddypally,17.516771130022903,78.64885121549682
YXRAlMLN,M.R.O Office Police Station Twd Ankireddypally,Keesara Police Station,17.523,78.659
I5J5wP2S,Keesara Village Twd Gutta,Keesara Village,17.52503529504992,78.66726458072662
BhKF7d4s,Keesara Kaman Twd Ankireddypally,Keesara X Roads,17.539194255630974,78.6725699901581
bs503mj8,Ankireddy Pally X Road Twd Veerareddypally,Ankireddy Pally X Road,17.547915174926437,78.68553578853609
Oh6rTiQf,Rangapur X Road Twd Veerareddypally,Rangapuram-Bommalaramaram,17.564,78.71
MpHSpkaL,Ramalingam Pally Twd Yadagirigutta,Ramlingam Palle-Bommalaramaram,17.57808480572107,78.6980134276934
VOzM7prv,Thumkunta Twd Uddamarri,Thumukunta,17.59103280660088,78.6979195306377
ELHkPIPM,Kesavapur Twd Thumkunta,Kesavapuram-Shamirpet,17.58882883636909,78.69137227473878
GXRBqbXl,Thumkunta Twd Jalalpur,Thumukunta,17.591135106881595,78.69798123441714
XDuzCqhx,Bandakadi Pally Twd Uddamarri,Bandakadi Palle-Bommalaramaram,17.60733411330761,78.70106041431428
nWuDiSNs,Usharpally Twd Uddamarri,Usharpally-Hyderabad,17.610698505398585,78.69293332099915
kwg5PoEp,Usharpally Twd Thumkunta,Usharpally-Hyderabad,17.610752191998124,78.69282066822053
mp0tfQdc,Bandakadi Pally Twd Thumkunta,Bandakadi Palle-Bommalaramaram,17.607387800907738,78.70094776153564
9nOITAWn,Rangapur X Road Twd Keesara,Rangapuram-Bommalaramaram,17.563,78.71
vhyCBNnI,Ankireddy Pally X Road Twd Kusaiguda,Ankireddy Pally X Road,17.547828223550237,78.68573158979417
DgQ93yDv,Keesara Kaman Twd Ecil,Keesara X Roads,17.539,78.673
mHI0MgiY,Keesara Village Twd Ecil,Keesara Village,17.524482827653166,78.66762399673463
dGAMNXqK,M.R.O Office Police Station Twd Ecil,M.R.O Office Police Station Twd Ecil,17.522921330845588,78.65895912051202
lwwwTniI,Km Stone Twd Kushaiguda,Km Stone Twd Kushaiguda,17.51661527405466,78.64907385497979
uGiTEx2Y,Kundanpally X Road Twd Ecil,Kundanpally X Roads,17.51108242048295,78.6378461122513
EUHi6UUy,Nagarjuna Colony Twds_N,Nagarjuna Colony-Kushaiguda,17.48,78.582
rt705acc,Rangapur Village Twd Hajipur,Rangapuram-Bommalaramaram,17.565493840010348,78.7142835644026
Ec3MhkQb,Rangapur Milestone Twd Bommalaramaram,Rangapur Milestone Twd Bommalaramaram,17.563079878592266,78.72412205038042
yqlfHu7V,Bommalaramaram X Road Twd Keesara,Bommalaramaram,17.56447097929157,78.73477578163148
o9b7GQoF,Bommalaramaram Village Twd Hajipur,Bommalaramaram,17.563937810850227,78.7400369346142
tlCR1N7F,Bommalaramaram X Road Milestone1 Twd Kazipet,Bommalaramaram X Road Milestone1 Twd Kazipet,17.567938453710976,78.73459339141846
FXPoxt8Q,Bommalaramaram X Road Milestone2 Twd Kazipet,Bommalaramaram X Road Milestone2 Twd Kazipet,17.57248493601218,78.73434659187828
cXIqpNub,Khajipet X Road Twd Veerareddypally,Khajipet-Bommalaramaram,17.579097337768005,78.73573064804079
DIoIsz2z,J.P Rao Pule Hostel Twd Veerareddypally,J.P Rao Pule Hostel Twd Veerareddypally,17.586,78.74
yoBec8mT,Cheekatimamidi Twd Thurkapally,Cheekatimamidi-Bommalaramaram,17.59697977774596,78.74888956546786
4BMNPjR2,Ramaswamy Tanda Twd Thurkapally,Rama Swamy Thanda,17.610381448888504,78.76058131456377
wqfJ8U53,Madhapur Twd Thurkapally,Madhapur- M Turkapalle,17.63016524172147,78.77482384443285
DoJzq5N0,Kokia Tanda Twd Thurkapally,Kokia Tanda,17.639633248883527,78.78647804260254
ftuEf6MN,Jagya Tanda Twd Thurkapally,Jagya Naik Tanda,17.64294337883656,78.79649341106416
34EFGMqq,Malkapur Twd Thurkapally,Malka Puram-M Turkapalle,17.64753781330609,78.80539298170359
YaaWCDrL,Malkapuram Milestone Twd Turkapally,Malkapuram Milestone Twd Turkapally,17.65213980484148,78.81702303886415
Fb6mTAZD,Turkapally Twd Veerareddypally,M Turkapally,17.653668237023034,78.82549345493318
vfjrq7NI,Venkatapally Twd Yadagirigutta,Venkatapur-M Turkapalle,17.644016920765974,78.86620395669254
quIuUJZE,Dattaipally Twd Yadagirigutta,Dattaipalle-Turkapalli,17.652334054467218,78.88466298580171
3RE5tvKb,Dattaipally Milestone Twd Yadagirigutta,Velpupalle-M Turkapalle,17.652,78.89
Ib4yREj4,Mallapur Twd Yadagirigutta,Mallapur-Yadagirigutta,17.631139207070888,78.91050338745119
ZlIo5akU,Yadagirigutta Bus Depot,Mile Stone,17.58272648720571,78.94509406568349
bKRNaXTs,Km Stone Twd Yadagirigutta,Yadagirigutta Bus Station,17.599150403700055,78.93517701791072
G5Cuj0Hi,Mallapur Milestone Twd Dattaipally,Velpupalle-M Turkapalle,17.651715753433823,78.88970563524379
kRsT6YyX,Dattaipally Twd Ecil,Dattaipalle-Turkapalli,17.652275268418393,78.88483196496965
0PyRdAGi,Venkatapally Twd Ecil,Venkatapur-M Turkapalle,17.643866066833624,78.86615569272026
lUQtjJDE,Turkapally Twd Keesara,M Turkapally,17.65338708826452,78.82559537887575
JXUDb5ge,Turkapally Milestone Twd Keesara,Turkapally Milestone Twd Keesara,17.652,78.817
Rv6Bc0sQ,Malkapur Twd Keesara,Malka Puram-M Turkapalle,17.647293720038807,78.80529642105103
X1MXVEbF,Kokia Tanda Twd Keesara,Kokia Tanda,17.639482456572452,78.78651022911073
bIKefCJ1,Ramaswamy Tanda Twd Keesara,Rama Swamy Thanda,17.610253687838505,78.76061350107196
xdPvt9HM,Cheekatimamidi Twd Jalalpur,Cheekatimamidi-Bommalaramaram,17.596831489122824,78.74890029430391
r3XoTHIR,Khajipet X Road Twd Jalalpur,Khajipet-Bommalaramaram,17.57969557670398,78.73592375129769
cVbuACRt,Kazipet Milestone1 Twd Bommalaramaram X Road,Kazipet Milestone1 Twd Bommalaramaram X Road,17.572579548900315,78.73439490795137
sBPBHdkp,Kazipet Milestone2 Twd Bommalaramaram X Road,Kazipet Milestone2 Twd Bommalaramaram X Road,17.568040738083322,78.73465240001678
MRj8isxE,Bommalaramaram Milestone Twd Rangapur,Bommalaramaram Milestone Twd Rangapur,17.56304535723729,78.72412607050448
7nDeObV1,Rangapur Twd Keesara,Rangapuram-Bommalaramaram,17.565406978102192,78.71431577196407
57VfMweB,Family Dhaba Twd Gachibowli,Family Quarters,17.411078949567703,78.33108460584937
xjeWA2ER,Family Dhaba Twd Gar,Family Quarters,17.411022644589842,78.33123741752331
cvqLl7gh,Km Stone Twd Rg Colony,Km Stone Twd Rg Colony,17.516,78.614
kQMP3Iwu,Rajiv Gruha Kalpa Colony,Rajiv Gruha Kalpa Colony-Ahmedguda,17.517116434977087,78.60145389288483
jkQ9f3nj,Km Stone Twd Ecil,Mile Stone,17.517,78.614
cxTfs4PF,Kakatiya Nagar Twd Secunderabad,Kakatiya Nagar - Sainikpuri,17.474,78.541
neiZhEWp,Kakatiya Nagar Twd Ecil,Kakatiya Nagar - Sainikpuri,17.477,78.543
nqbpgSUN,Rtc Colony (Tps Colony),Tps Colony,17.48143891300511,78.62490043354296
ztNcEGmy,Milestone Twd Ankireddypally,Milestone Twd Ankireddypally,17.57449987938232,78.68347584672284
JUMncv7J,Sai Dhamam Kaman Twd Veerareddypally,Sai Dhamam Kaman,17.554518242812073,78.70336174964906
oUqxzvaD,Pedda Parvathapur Twd Bommalaramaram,Pedda Parvathapur,17.54395628787392,78.71682644201549
r6w5hfdD,Bommalaramaram Twd Turkapally,Bommalaramaram,17.56388347105278,78.74006845057013
XGnUwOJl,Solipet Twd Pyararam,Solipeta-Bommalaramaram,17.60442728941185,78.74077320098878
VQjMZWAo,Pyararam,Pyararam-Bommalaramaram,17.610053,78.725293
EntwbBNs,Ramuni Tanda Twd Thimmapuram,Ramuni Tanda,17.61815822157519,78.7519902126252
hAFy7VbW,Ramuni Tanda Twd Solipet,Ramuni Tanda,17.617989553236683,78.75199019908908
rH6c9xXi,Solipet Twd Ecil,Solipeta-Bommalaramaram,17.604419619629905,78.74078728258611
GwRAP6U9,Pedda Parvathapur Twd Saidhamam,Pedda Parvathapur,17.54392559810654,78.71688008744044
6PIcO8hp,Sai Dhamam Kaman Twd Ecil,Sai Dhamam Kaman,17.554454310311066,78.70371580386929
EDXxZNij,Srl Colony Twd Kushaiguda,Srl Colony,17.51319524362496,78.6437845265173
yCCU2zdI,Sitaphalmandi Twd Tarnaka,Sitaphalmandi,17.427703515332666,78.51741090416911
ZAnA4Pwo,Surana Twd Cherlapally,Surana,17.471228337704773,78.60108375549318
RYrAhtCx,Chinna Cherlapally Twd Cherlaplly,Chinna Cherlapally,17.47077037047948,78.60858455300334
1TX7aYKE,Chinna Cherllapally Twd Kushaiguda,Chinna Cherlapally,17.470723038605588,78.60857516527177
xutE8Tgf,Surana Twd Ecil,Surana,17.471,78.601
XJ5K0Oum,Cherlapally Jail Twd Kushaiguda,Cherlapally,17.472707129034646,78.58951538801195
So1oBwMw,Keesaragutta,Keesaragutta,17.531265939594277,78.68875972255522
9lbVuLzW,Sunshine Colony Twd Dammaiguda,Sunshine Colony,17.506173766364064,78.60054600979778
Qu5RFHcj,Cheeryal Twd Yadgarpally,Cheeriyal,17.513126180787435,78.62777709960939
wnthA4nA,Geethanjali Engg College Twd Yadgarpally,Geethanjali Engg Clg,17.523316784378167,78.62871050834656
4G8WvMaU,Yadgarpally X Road Twd Dharmar,Yadgarpally X Rd,17.53808556911348,78.63110572099687
qEVby5Kn,Drdo Twd Dharmaram,Drdo,17.559758073865215,78.62892240285875
uIpPqUim,Dharmaram Twd Yadgarpally,Dharmavaram-Keesara,17.547426707827,78.6114853896892
L7nGKCY4,Thimmaipally Twd Yadgarpally,Thimmaipally,17.546326946294727,78.61655217106717
GkYXdQkx,Drdo Twd Yadgarpally,Drdo,17.55948956497875,78.62915039062501
4nDtWBtf,Yadgarpally X Roads Twd Ecil,Yadgarpally X Rd,17.537823421944683,78.63108158111575
Ypsfsbuw,Geethanjali Engg College Twd Ecil,Geethanjali Engg Clg,17.52301463643346,78.62881243228914
AL8XcSyT,Cheeryal Village Twd Ecil,Cheeriyal,17.513177338447388,78.6279594898224
9bBqvItR,Srl Colony Twd Ankireddypally,Srl Colony,17.513484284104397,78.64377378873832
IcrZIlK7,Ankireddy Pally Twd Tummukunta,Ankireddy Pally Keesara,17.56204102157442,78.68398881988374
vaHx8aod,Ankireddy Pally Twd Kushaiguda,Ankireddy Pally Keesara,17.56203157967426,78.68402566994128
gA2HH55p,Kundanpally Twd Keesara,Kundanpally,17.499,78.638
2UCMuYtz,Godumakunta Twd Keesara,Godumakunta,17.490000164330425,78.64709839224815
gMWqCqd2,U K College Twd Keesara,Uk College,17.484322130961917,78.65052223205568
v2Tf94sk,Rampally Dayara Twd Keesara,Rampally Dayara,17.500771205447688,78.65891754627228
Nkb9WAXH,Keesara Dayara  Twd Keesara,Keesara Daira,17.50697692508272,78.66122961044313
p8dJBhHN,Keesara Dayara Twd Godumakunta,Keesara Daira,17.506654620580626,78.66133689880373
k0o05X3H,Rampally Dayara Twd Godumakunta,Rampally Dayara,17.500571747996894,78.65885317325593
eSgR5DbE,U K College Twd Kundanpally,Uk College,17.48455749337974,78.65036129951477
zqiJ0ADI,Godumakunta Twd Kundanpally,Godumakunta,17.490018062019647,78.64706619018494
6sLptaiS,Kundanpally Twd Kushaiguda,Kundanpally,17.49906239360079,78.63776564598085
IhDgBw96,Keesara Milestone Twd Yadgarpally X Road,Keesara Milestone Twd Yadgarpally X Road,17.535105736528134,78.64690517056623
Jh8gKfks,Yadgarpally X Road Milestone Twd Keesara,Yadgarpally X Road Milestone Twd Keesara,17.535214717262264,78.64684493746405
ifs0Z5lZ,Shopping Complex Twd Secunderabad,Shopping Complex,17.489047230661424,78.54042292107987
kcFzHYxP,Nirmal Nagar Twd Secunderabad,Nirmal Nagar,17.49045424982152,78.53620246216104
UspxQTUJ,Ammuguda Twd Ecil,Ammuguda,17.497095189224982,78.53194716859772
Bp3qRacn,Nirmal Nagar Twd Ecil,Nirmal Nagar,17.49048495967076,78.53623062527791
PmFtbq2m,Shopping Complex Twd Ecil,Shopping Complex,17.489058746965313,78.54050338330516
oWp8bpB8,Milestone Twd Ramantapur,Milestone-Ramantapur,17.4388,78.1261
0fvEMmf2,Ymca Twd West Mareddpally,Ymca Secunderabad,17.443494938643372,78.49866896437625
nFRPHop6,Errakunta Twd Veerareddypally,Errakunta-Bommalaramaram,17.586977693060923,78.70269119739534
hiIZieGU,Jalalpur Twd Veerareddypally,Jalalpur-Bommalaramaram,17.596356338306713,78.7168264345475
OJg2ADDr,Yuva Defence Academy Twd Veerareddypally,Yuva Defence Academy Twd Veerareddypally,17.591012342916574,78.72223377227785
KOiAAhpb,Yavapur Tanda Twd Veerareddypally,Yavapur Thanda-Bommalaramaram,17.58450749674291,78.72875690460206
fKAcQyF4,Turkapally Twd Bhuvanagiri,M Turkapally,17.654527015966597,78.82563829421998
O2sbMcXC,Madhapur Twd Cheekatimamidi,Madhapur- M Turkapalle,17.629993974279706,78.7749767303467
xwoqDZmV,Yavapur Tanda Twd Keesara,Yavapur Thanda-Bommalaramaram,17.58439526534036,78.72868180274965
ocktb2FM,Jalalpur Twd Uddamarri,Jalalpur-Bommalaramaram,17.596258752879468,78.71690148412405
7In07HaS,Errakunta Twd Keesara,Errakunta-Bommalaramaram,17.58634364336384,78.70269656181335
btuAwlZd,Yadagirigutta Milestone Twd Dattaipally,Yadagirigutta Milestone Twd Dattaipally,17.599255225624496,78.93528834102018
gYidQXQJ,Km Stone Venniguda Twd Bogaram,Km Stone Venniguda Twd Bogaram,17.513911405120403,78.68135690856569
N7KlFn4s,Bogaram,Bogaram,17.506744149666336,78.68698552250862
BSrRCBqS,Km Stone Twd Keesara,Km Stone Twd Keesara,17.51388839654793,78.6812550370928
wBas4JJY,Barshaguda Village,Badesha Guda,17.50080699674207,78.70382308959961
GBHYlf5R,Milestone Twd Devs College,Mile Stone,17.574464079656323,78.68338465192747
sFx8C7o5,Devs College Keesara,Devs College,17.57643532496231,78.67440193891527
Tddrq1Ld,Vasalamarri Twd Gajwel,Vasalamarri,17.67507898041515,78.81339266896248
crqi2mqI,Thirumalapur Twd Gajwel,Thirumalapur-M Turkapalle,17.69079901512034,78.81431132555008
VkW4dpAV,Veeraredeypalle X Road Twd Gajwel,Veerareddypalle-M Turkapalle,17.710926521794946,78.81637394428255
QwgSsbpX,Peerlapally Twd Jagdevpur,Peerlapally,17.739009780041865,78.81393849849702
WbkOu5yq,Ms-Zp School Twd Guruvannapeta,Ms-Zp School Twd Guruvannapeta,17.755154638602622,78.812313079834
kvCgScNG,Jagdevpur Bus Station,Jagdevpur Bus Station,17.767737421813543,78.80629956722261
tzqJi0Lq,Ms-Gollapally Twd Guruvannapet,Ms-Gollapally Twd Guruvannapet,17.788252151759096,78.81352007389069
IfYvxWxy,Gollapalle Twd Guruvannapeta,Gollapalle-Jagdevpur,17.80517901857718,78.81589385426484
UEfWONZA,Muni Gadapa Twd Guruvannapeta,Munigadapa,17.813059790060873,78.81905615329744
PwJw9WGU,Milestone Twd Guruvannapeta,Milestone Twd Guruvannapeta,17.817247663739984,78.8306647520469
Z0wOlqDW,Wattipally Twd Guruvannapeta,Wattipalle-Jagadevpur,17.827030105425614,78.84820097066181
wy2th0A9,Chatlapally Twd Guruvannapeta,Chatlapalle,17.846070038006474,78.85549127153192
WZNMBPgS,Kondapochamma Twd Guruvannapeta,Kondapochamma,17.865059464662984,78.86711061000825
xQ3ODCdY,Guruvannapeta,Guruvannapeta,17.877593130813295,78.8586295527192
QiFe7Eyt,Wattipally Twd Turkapally,Wattipalle-Jagadevpur,17.826616574271807,78.84774495477718
bxzG2RTn,Milestone Twd Munigadapa,Milestone Twd Munigadapa,17.817222127895988,78.83083640533354
